raw_value,nlu_skill,nlu_task,nlu_result_is_valid,nlu_result_tts_task_type,nlu_result_tts_text
张嘴结舌,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到张嘴结舌这个成语，我先把它记下来
娼妇,baike,baike,False,baike,抱歉，小猴答不上来
喜丧,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到喜丧的意思，我先把它记下来
时俗,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到时俗的意思，我先把它记下来
朱颜绿鬓,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是促拍丑奴儿（寿孟万户）中的诗句
促拍丑奴儿（寿孟万户） ，宋代， 邓剡 ，睡起怯春寒。海棠花开未开间。莫言春色三分二，朱颜绿鬓，栽花种竹，谁似群闲。侯印旧家毡。早天边飞诏催还。从今几岁岁称觞处，人如玉雪，花如锦绣，福寿如山。"
生意盎然,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到生意盎然这个成语，我先把它记下来
速递,baike,baike,True,baike,速递又名快递（英语：Courier），是指寄送物品的服务，属于物流的范畴之一，与邮递相当类似，但快递可寄送比较大件的物品，例如书籍、网络购物物品等。除了专门提供快递服务的业者外，各地的邮政系统也多有快递服务。除了较快送抵目的地及必须签收外，现时很多快递业者均提供货件追踪功能、送递时间的承诺及其他按客户需要提供的服务。因此，快递的收费比一般邮递昂贵。
老夫,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,老夫 ，唐代， 白居易 ，七八年来游洛都，三分游伴二分无。风前月下花园里，处处唯残个老夫。世事劳心非富贵，人间实事是欢娱。谁能逐我来闲坐，时共酣歌倾一壶。
有模有样,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是觉际融长老请赞中的诗句
觉际融长老请赞 ，宋代， 释师范 ，无箇模样，画箇模样。既有模样，是甚模样。节节危梁十二层，垂垂白发三千丈。"
疲累,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到疲累的意思，我先把它记下来
节子,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,诫子 ，宋代， 何梦桂 ，鲁语诲时习，商书称时敏。一字该二义，学者盍重省。又日新其德，成汤常自儆。三月不违仁，颜子独深领。今日或因循，明日澡即新。前月或断续，此月复即仁。圣贤惜分阴，于此犹兢兢。学者能用力，其名曰竞辰。人有一大时，一去不复仍。十五入大学，明德与新民。二十曰弱冠，既冠责成人。勤怠只数年，贤愚系终身。过此为失时，人不再青春。譬之农力穑，春耕而夏耘。耕耘苟失时，无复望秋成。父母上俱存，兄弟下无故。饱食无用心，白日任虚度。幼壮老复至，一朝忽反顾。对人语不了，握笔书辄误。龙鳞映犬豕，面目可憎恶。哀哉复哀哉，追悔已迟暮。及此尚可图，勉旃须早悟。
国势,baike,baike,True,baike,国势: 1901，在中国国运衰微、几乎亡国灭种的危机时刻，时空变换，秦时竹等谱写了中华复兴的传奇。
胡言,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,胡雁 ，宋代， 蔡襄 ，胡雁畏空漠，群飞向洲渚。褰云避射戈，万里声悲苦。月色满关河，欲下迷处所。春江沙平净，鱼蚌不可数。饱暖身肥腴，归路欲远举。寻常弓箭儿，仰视随意取。从来远祸心，狼借失旧侣。小哉衔芦智，岂识保身语。
锻打,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到锻打的意思，我先把它记下来
桥孔,baike,baike,False,baike,抱歉，小猴答不上来
方外之士,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到方外之士这个成语，我先把它记下来
刑事诉讼,baike,baike,True,baike,我国的刑事诉讼是指人民法院、人民检察院和公安机关在当事人及其他诉讼参与人的参加下，依照法律规定的程序，解决被追诉者刑事责任问题的活动。根据诉讼的内容和形式不同，诉讼活动可以具体分为刑事诉讼、民事诉讼和行政诉讼三部分。其中，刑事诉讼是指审判机关（人民法院）、检察机关（人民检察院）和侦查机关（公安机关含国家安全机关等）在当事人以及诉讼参与人的参加下，依照法定程序解决被追诉者刑事责任问题的诉讼活动。
螳螂挡车,baike,baike,True,baike,螳螂挡车: 语出《庄子-人间世》说，螳螂“怒其臂以当车辙，不知其不胜任也。
断根,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到断根的意思，我先把它记下来
霍然,baike,baike,False,baike,抱歉，小猴答不上来
兰草,baike,baike,True,baike,兰草一般是指葱兰、墨兰、春兰、蕙兰等，兰草的叶片为长椭圆形、披针形或是长椭圆披针形，叶片的正反面都十分的光滑，叶子的边缘有小锯齿。兰花的叶片为倒披针形，它是两列生长的，叶子的边缘上相对比较光滑；兰草的花是头状花序，大部分是在茎的顶部以及枝端，排列而成的伞房花序，兰草花为白色，或是带有微红色。
黄花,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,黄花 ，宋代， 朱淑真 ，土花能白又能红，晚节犹能爱此工。宁可抱香枝上老，不随黄叶舞秋风。
怕是,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
调干,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到调干的意思，我先把它记下来
大漠,baike,baike,True,baike,"大漠: 大漠, 来自内地实力兼才华的男歌手。所属地区: 新疆。"
雏鸟,baike,baike,True,baike,雏鸟[生物学名称]: 雏鸟（英文名称：Nestling）：指不能独立生活的幼小鸟类。所属: 生物学。
舅子,baike,baike,True,baike,舅子: 舅子，是汉语词汇，出自《晋书·羊祜传》，解释为男子对妻子的弟弟或者哥哥的称谓。
衣橱,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到衣橱的意思，我先把它记下来
暴食,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,饱食 ，宋代， 陆游 ，饱食无功媿汗青，灯前顾影叹伶俜。马衰犹养疑知路，龟久当捐为不灵。腰下徒夸绶若若，镜中何止发星星。石帆回首初非远，要及清秋斸茯苓。
讣闻,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到讣闻的意思，我先把它记下来
分一杯羹,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是寄海安赵路分中的诗句
寄海安赵路分 ，宋代， 宋伯仁 ，雨湿中秋节，重阳始得晴。菊花荣辱重，萍梗去留轻。诗卷抄无尽，乡书写未成。鲈鱼如钓得，分我一杯羹。"
暖乎乎,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到暖乎乎的意思，我先把它记下来
德性,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,得性 ，宋代， 释文珦 ，得性贤于得禄，归山胜似归朝。饮涧肺肠清浄，卧云魂梦逍遥。
回溯,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到回溯的意思，我先把它记下来
磕巴,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到磕巴的意思，我先把它记下来
花芽,baike,baike,True,baike,花芽: 芽（ya）是维管植物（蕨类和种子植物）中尚未充分发育和伸长的枝条或花，实际上是枝条或花的雏型。界: 植物界。
囫囵,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到囫囵的意思，我先把它记下来
灯心,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,灯薪 ，宋代， 郑清之 ，小草虚心不染尘，传灯会上屡焚身。光明一点元无尽，谩结空花作好春。
中途而废,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到中途而废这个成语，我先把它记下来
各奔东西,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,各东西 ，唐代， 张籍 ，游人别，一东复一西。出门相背两不返，惟信车轮与马蹄。道路悠悠不知处，山高海阔谁辛苦。远游不定难寄书，日日空寻别时语。浮云上天雨堕地，暂时会合终离异。我今与子非一身，安得死生不相弃。
保有,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到保有的意思，我先把它记下来
叫花子,baike,baike,True,baike,叫花子→叫化子→教化子。启源于佛教苦修行者，吃的是百家饭，从乞讨中能体悟到生活的真帝。多年的修行教化后回到寺庙成为兄长→主持，再修练成方丈。固而民间的乞讨就叫花子。
泛泛,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到泛泛的意思，我先把它记下来
细致入微,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到细致入微这个成语，我先把它记下来
日偏食,baike,baike,False,baike,抱歉，小猴答不上来
曲曲折折,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到曲曲折折这个成语，我先把它记下来
怕死鬼,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
窗幔,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到窗幔的意思，我先把它记下来
眼镜蛇,baike,baike,True,baike,眼镜蛇（学名：Naja）为眼镜蛇属动物的通称，是眼镜蛇科的一属，其成员大多被统称为眼镜蛇。虽然世上也有不少其他蛇类的名字包含“眼镜蛇”（Cobra)一称（如眼镜王蛇、水眼镜蛇、唾蛇），但它们因演化亲缘性不足而并不归为此属。 眼镜蛇属目前约有20多个已确认物种，但分类学上经常就物种的独立性问题而存有争论，因此某些资料也可能有所出入。此属的成员主要分布于中东、东南亚、非洲、印度尼西亚等地。
负效应,baike,baike,False,baike,抱歉，小猴答不上来
朝四暮三,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是宋宗儒真赞中的诗句
宋宗儒真赞 ，宋代， 黄庭坚 ，宋子勃窣，心有古镜。朝四暮三，为笑不竞。放一捻一，犹着禅病。探丸起死，味药知性。忧患不入乎杯中，抱胡琴而风听。若乃脱冠袒裼，扪蝨应客。目如愁胡，拊髀而唿。是必追橡栗于云杪，探水月于江湖，然后怏于心与。"
皴裂,baike,baike,True,baike,皴裂，是汉语词汇，是发生在手足的深浅不一的裂纹。其既是一些皮肤病的伴随症状，也可作为一种独立的皮肤病。皴裂要注意手的养护，冬季注意保暖。
爱才好士,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到爱才好士这个成语，我先把它记下来
名扬天下,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到名扬天下这个成语，我先把它记下来
涉世未深,zh_dic,no_task,False,no_task,抱歉，小猴没听懂。
下网,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到下网的意思，我先把它记下来
绝灭,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到绝灭的意思，我先把它记下来
青涩,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到青涩的意思，我先把它记下来
名利兼收,zh_dic,no_task,False,no_task,抱歉，小猴没听清。
纵横交叉,zh_dic,no_task,False,no_task,抱歉，小猴没听清。
实打实,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到实打实这个词，我先把它记下来
除却,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到除却的意思，我先把它记下来
翻盖,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到翻盖的意思，我先把它记下来
借酒消愁,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是阮郎归 郭延年诞日中的诗句
阮郎归 郭延年诞日 ，宋代， 李俊民 ，断蓬踪迹去依刘。试登王粲楼。此心安处即菟裘。尚何来往求。诗遣兴，酒消愁。竹林多胜游。与君何日共仙舟。相看应白头。"
讹传,baike,baike,True,baike,讹传: 讹传，指与事实、事件等不相符的谣言。
淡月,baike,baike,True,baike,淡月: 淡月dàn yuè是指天空有云雾，看不清楚月亮，月光淡淡。解释: 月光淡淡。
划子,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到划子的意思，我先把它记下来
教本,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到教本的意思，我先把它记下来
脏病,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到脏病的意思，我先把它记下来
禾黍之悲,,poem_title_lookup.content_lookup,False,poem_title_lookup.content_lookup,小猴没有找到相关的诗词信息
乐陶陶,baike,baike,True,baike,乐陶陶: 乐陶陶，词语，释义形容快乐陶醉的样子。
走电,baike,baike,True,baike,走电: 走电是一个汉语词语，读音是zǒudiàn，是指跑电;漏电。
残羹剩饭,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是偈颂六十五首  其六○中的诗句
偈颂六十五首  其六○ ，宋代， 释普济 ，东去西去，南来北来。残羹馊饭，门外安排。"
仓庚,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,仓庚 ，宋代， 连文凤 ，谁将晚秋菊，染作新春衣。立当花枝上，惊散群鸟飞。一声复一声，声声如歔欷。歔欷意何如，乔木空无依。相唿入幽谷，今人交道非。
窗格,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到窗格的意思，我先把它记下来
小草,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到小草的意思，我先把它记下来
村寨,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到村寨的意思，我先把它记下来
顾客盈门,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
君主国,baike,baike,True,baike,君主国: 君主国（monarchical state; a monarchy），实行君主制，以君主为最高统治者的国家。制度: 君主制。
黑茫茫,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到黑茫茫的意思，我先把它记下来
大田,baike,baike,True,baike,大田村，属于山区。国土面积0.08平方公里，海拔1310.00米，适宜种植水稻、玉米等农作物。
孜孜矻矻,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是争臣论中的诗句
争臣论 ，唐代， 韩愈 ，或问谏议大夫阳城于愈，夫以为有道之士乎哉?学广而闻多，不求闻于人也。行古人之道，居于晋之鄙。晋之鄙人，熏其德而善良者几千人。大臣闻而荐之，天子以为谏议大夫。人皆以为华，阳子不色喜。居于位五年矣，视其德，如在野，彼岂以富贵移易其心哉？
愈应之曰：是《易》所谓恒其德贞，而夫子凶者也。恶得为有道之士乎哉?在《易·蛊》之“上九”云：“不事王侯，高尚其事。”《蹇》之“六二”则曰：“王臣蹇蹇，匪躬之故。”夫亦以所居之时不一，而所蹈之德不同也。若《蛊》之“上九”，居无用之地，而致匪躬之节；以《蹇》之“六二”，在王臣之位，而高不事之心，则冒进之患生，旷官之刺兴。志不夫则，而尤不终无也。今阳子在位，不为不久矣；闻天下之得失，不为不熟矣；天子待之，不为不加矣。而未尝一言及于政。视政之得失，若越人视秦人之肥瘠，忽焉不加喜戚于其心。问其官，则曰谏议也；问其禄，则曰下大夫之秩秩也；问其政，则曰我不知也。有道之士，固如是乎哉?且吾闻之：有官守者，不得其职则去；有言责者，不得其言则去。今阳子以为得其言乎哉?得其言而不言，与不得其言而不去，无一夫者也。阳子将为禄仕乎?古之人有云：“仕不为贫，而有时乎为贫。”谓禄仕者也。宜乎辞尊而居卑，辞富而居贫，若抱关击柝者夫也。盖孔子尝为委吏矣，尝为乘田矣，亦不敢旷其职，必曰“会计当而已矣”，必曰“牛羊遂而已矣”。若阳子之秩禄，不为卑且贫，章章明矣，而如此，其夫乎哉?
或曰：否，非若此也。夫阳子恶讪上者，恶为人臣招其君之过而以为名者。故虽谏且议，使人不得而知焉。《书》曰：“尔有嘉谟嘉猷，则人告尔后于内，尔乃顺之于外，曰：斯谟斯猷，惟我后之德”若阳子之用心，亦若此者。愈应之曰：若阳子之用心如此，滋所谓惑者矣。入则谏其君，出不使人知者，大臣宰相者之事，非阳子之所宜行也。夫阳子，本以布衣隐于蓬蒿之下，主上嘉其行谊，擢在此位，官以谏为名，诚宜有以奉其职，使四方后代，知朝廷有直言骨鲠之臣，天子有不僭赏、从谏如流之美。庶岩穴之士，闻而慕之，束带结发，愿进于阙下，而伸其辞说，致吾君于尧舜，熙鸿号于无穷也。若《书》所谓，则大臣宰相之事，非阳子之所宜行也。且阳子之心，将使君人者恶闻其过乎?是启之也。
或曰：阳子之不求闻而人闻之，不求用而君用之。不得已而起。守其道而不变，何子过之深也?愈曰：自古圣人贤士，皆非有求于闻用也。闵其时之不平，人之不义，得其道不敢独善其身，而必以兼济天下也。孜孜矻矻，死而后已。故禹过家门不入，孔席不暇暖，而墨突不得黔。彼二圣一贤者，岂不知自安佚之为乐哉？诚畏天命而悲人穷也。夫天授人以贤圣才能，岂使自有余而已，诚欲以补其不足者也。耳目之于身也，耳司闻而目司见，听其是非，视其险易，然后身得安焉。圣贤者，时人之耳目也；时人者，圣贤之身也。且阳子之不贤，则将役于贤以奉其上矣；若果贤，则固畏天命而闵人穷也。恶得以自暇逸乎哉?
或曰：吾闻君子不欲加诸人，而恶讦以为直者。若吾子之论，直则直矣，无乃伤于德而费于辞乎?好尽言以招人过，国武子之所以见杀于齐也，吾子其亦闻乎?愈曰：君子居其位，则思死其官。未得位，则思修其辞以明其道。我将以明道也，非以为直而加入也。且国武子不能得善人，而好尽言于乱国，是以见杀。《传》曰：“惟善人能受尽言。”谓其闻而能改之也。子告我曰：“阳子夫以为有之士也。”今虽不能及已，阳子将不得为善人乎哉?"
才赋,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到才赋的意思，我先把它记下来
船坞,baike,baike,True,baike,船坞 用于修造船舶的水工建筑物。布置在修造船厂内，主要是用于船舶修理。由于现代船舶向大型化发展，有时为了方便有利也在坞内造船。船坞可分为干船坞和浮船坞两种。
摇吻鼓舌,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是偈颂一百零一首  其三三中的诗句
偈颂一百零一首  其三三 ，宋代， 释慧性 ，摇唇鼓舌，展事投机。千佛出世，不通忏悔。焦巴焦巴，有叶无丫。长天秋水，孤鹜落霞。"
因小见大,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到因小见大这个成语，我先把它记下来
一望无涯,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到一望无涯这个成语，我先把它记下来
碑记,baike,baike,True,baike,碑记: 碑记，指刻在碑上记录人物生平事迹的文体。
昂昂,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到昂昂的意思，我先把它记下来
下不来台,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
平明,baike,baike,True,baike,平明: 平明（píng míng），指天刚亮时；公平严明。例句: 平明寻白羽，没在石棱中。
缺心少肺,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到缺心少肺这个成语，我先把它记下来
含恨九泉,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
烦杂,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到烦杂的意思，我先把它记下来
三不知,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
毫发,baike,baike,True,baike,毫发，汉语词汇。拼音是háo fà，释义是毛发；犹丝毫，极少，极细微。
窒塞,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到窒塞的意思，我先把它记下来
群英荟萃,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到群英荟萃这个成语，我先把它记下来
困惫,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到困惫的意思，我先把它记下来
扶摇而上,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到扶摇而上这个成语，我先把它记下来
喂奶,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到喂奶的意思，我先把它记下来
有神论,baike,baike,False,baike,抱歉，小猴答不上来
吃闭门羹,chat,chat.small_talk,False,chat.small_talk,我们先不要聊天啦，好好学习吧！
阳世,baike,baike,True,baike,"阳世: 阳世是词语，拼音yáng shì，释义为阳间,人世间，人世。解释: 阳间,人世间，人世。"
俳谐,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,俳谐 ，唐代， 李商隐 ，短顾何由遂，迟光且莫惊。鸎能歌子夜，蝶解舞宫城。柳讶眉双浅，桃猜粉太轻。年华有情状，吾岂怯平生。
砰然,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到砰然的意思，我先把它记下来
凝睇,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到凝睇的意思，我先把它记下来
必要劳动,baike,baike,False,baike,抱歉，小猴答不上来
点窜,baike,baike,True,baike,点窜: 点窜，指修整字句；润饰。
彪炳史册,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
虎帐,baike,baike,True,baike,虎帐: 虎帐是词语，拼音hǔ zhàng，释义为旧时指将军的营帐。
蛋黄,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,淡黄 ，宋代， 贾似道 ，淡黄生来腿脚白，三样头尖如琥珀。初秋鬭间最迷痴，末后逢强绝口敌。
望风,baike,baike,True,baike,望风: 望风，汉语词汇。
锄草,,poem_title_lookup.content_lookup,True,poem_title_lookup.content_lookup,除草 ，唐代， 赵蕃 ，入门空榛芜，半死犹未杭。清霜且零落，纵蔓那得保。奈何刺吾眼，快意思一扫。童来乃钝锸，兀兀日又了。兰枯艾长壮，乱多治则少。君子小人欤，幽忧挂怀抱。
顽恶,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到顽恶的意思，我先把它记下来
苟存,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到苟存的意思，我先把它记下来
白种人,baike,baike,False,baike,抱歉，小猴答不上来
孤儿寡母,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是德兴邑廨石刻  其二中的诗句
德兴邑廨石刻  其二 ，唐代， 无名氏 ，我田我地，我桑我梓。只知百里，不知千里。我饥有粮，我渴有水。百里之官，得人生死。孤儿寡妇，一张白纸。入着县门，冤者有理。上官不嗔，民即欢欣。上官不富，民免辛苦。生我父母，养我明府。苗稼萋萋，曷东曷西。父母之乡，天子马蹄。"
安琪儿,baike,baike,True,baike,安琪儿是在安徒生童话《安琪儿》登场的虚拟角色。
大祸临头,,poem_sentence_lookup.content_lookup,True,poem_sentence_lookup.content_lookup,"这是庞涓夜走马陵道・正宫中的诗句
庞涓夜走马陵道・正宫 ，唐代， 无名氏 ，祸临头，谁人救，则我这泼残生眼见的千死千休。谁着你把箭三枝连射三更后，哎！你也合将那传令的人追究。"
白热,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到白热的意思，我先把它记下来
歪瓜裂枣,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到歪瓜裂枣这个成语，我先把它记下来
人烟辐辏,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到人烟辐辏这个成语，我先把它记下来
出头鸟,baike,baike,True,baike,出头鸟：比喻为凡事好出风头的人，或看不清形势，不懂得在什么时候做什么事的人
从容镇定,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到从容镇定这个成语，我先把它记下来
古香古色,zh_dic,zh_dic_idiom_lookup.meaning_lookup,False,zh_dic_idiom_lookup.meaning_lookup,小猴没找到古香古色这个成语，我先把它记下来
土堆,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到土堆的意思，我先把它记下来
师公,baike,baike,True,baike,师公: 法教师公，指法教的男巫。
玛利亚,zh_dic,zh_dic_word_lookup.meaning_lookup,True,zh_dic_word_lookup.meaning_lookup,找到多个mǎlìyà，你想查哪一个呢?
山寨版,zh_dic,zh_dic_word_lookup.meaning_lookup,True,zh_dic_word_lookup.meaning_lookup,山寨版的意思是指假冒他人的意思。山寨一词，在粤语中意指没牌照、难进正规渠道的小厂家、小作坊，引申为盗版、剽窃、仿制的同义词。
华灯高照,zh_dic,no_task,False,no_task,抱歉，小猴没理解。
碟片,zh_dic,zh_dic_word_lookup.meaning_lookup,False,zh_dic_word_lookup.meaning_lookup,小猴没找到碟片的意思，我先把它记下来
热情好客,zh_dic,no_task,False,no_task,抱歉，小猴没听清。
